word,empathy,distress,stemma
apparel,3.93922992007613,3.93888876052249,apparel
apparent,2.4008473336404,2.62784883023474,appar
apparently,1.55114641219389,1.3961170209661,appar
appartment,4.11088099698788,3.47419414009722,appart
appeal,3.65796798842299,1.99844494142197,appeal
appealing,3.48339175095846,2.81569818992188,appeal
appear,2.78196893261505,2.03099837739886,appear
appearance,3.34779050208413,2.09214774753712,appear
appearances,2.8783293165707,1.94510974563626,appear
appeared,2.50562261182672,2.01539489907465,appear
appears,2.7372260843418,2.02232424345276,appear
applaud,1.38487510569891,3.15854868266526,applaud
apples,4.24562285449694,2.80680057457228,appl
applicable,3.42423560142527,1.33958384730733,applic
applications,3.88781926522375,2.54265412763914,applic
applied,3.06691682468007,2.96283144678935,appli
applies,2.66917559869491,1.4580510271745,appli
apply,2.63456365787532,2.71087698761758,appli
applying,2.62904859957637,3.17463734891778,appli
appreciate,3.2290604248192,2.20127685619944,appreci
appreciated,4.17032652933327,1.45947290997147,appreci
appreciative,3.83112336737563,2.45038177291686,appreci
apprehensive,2.5914805140959,4.66724411746557,apprehens
approach,3.5940103595993,2.91620307594145,approach
approached,3.95471753859189,4.514075624176,approach
approaches,4.42112090543768,3.36455253447332,approach
approaching,4.32777014901543,4.605398236422,approach
appropriate,3.64606828101486,2.47330928432803,appropri
appropriately,4.13551668365849,3.95844961764888,appropri
appropriation,3.59461917997573,4.23219901008815,appropri
approval,3.83934295944271,4.04142036503866,approv
approve,1.2411586017109,4.34567664741007,approv
approved,2.83161148155525,4.1897148501578,approv
approximately,4.13819247855527,3.67874897918495,approxim
aqaeda,2.33399398365416,2.23877081014407,aqaeda
aquarium,3.16440160543583,3.99191440460896,aquarium
aquariums,2.40696049992236,3.59927526112203,aquarium
aquatic,3.68105364650688,3.16027850414097,aquat
aquire,4.74737924415885,2.14529745459903,aquir
ar,3.08152158307811,1.95797365725025,ar
arab,2.70980151557349,3.21393547372579,arab
arabia,2.94262117706218,3.96173225113286,arabia
arcan,5.46681872096557,3.30215000965047,arcan
archaic,2.82429316827126,2.97200088989329,archaic
architects,4.39501482480286,2.64152399791373,architect
arctic,4.5532480573878,3.38081704378886,arctic
ardent,4.03803395772185,3.34577478520431,ardent
arduous,4.69946178892739,3.77497561465603,arduou
are,4.369672848771,3.87143732221586,are
area,4.49426779616341,2.55165703049118,area
areas,4.46267121885696,3.18394396194152,area
aren,3.5514222240303,2.57918172396462,aren
argentina,4.65032765557001,4.30374485486013,argentina
argue,2.2132145294799,1.57786391720746,argu
arguement,2.96517199130434,1.40924219966729,arguement
argues,3.79790067863152,3.84611657246469,argu
arguing,2.18572767069603,1.86204192201021,argu
argument,2.13147686790703,1.83923173647173,argument
arguments,2.25770521802412,1.50536060217166,argument
arising,3.02489277351336,2.47565334520255,aris
arizona,4.83142493712732,4.03709069248125,arizona
arkansas,4.35684557981342,3.19176570813429,arkansa
arm,2.6978979685228,2.7643781221095,arm
armadillos,4.55787546249783,3.47132587183564,armadillo
armed,3.83369945269174,4.11222285990209,arm
armies,2.85057126801681,3.53068734640715,armi
arms,3.84072742054331,4.62654626783911,arm
army,3.27281212319004,3.84695143022626,armi
arnold,4.09800232061403,3.32657833017956,arnold
around,2.75575382360494,3.18951043924052,around
arounf,3.5803676168061,2.32117104166388,arounf
array,3.47311277746417,2.61633994469679,array
arrest,4.01371924304526,4.26773285905827,arrest
arrested,3.43115224421022,4.79841479327864,arrest
arresting,3.2085169540648,4.42124241688905,arrest
arrests,3.56839666892035,4.22995704510531,arrest
arrived,3.76953111422716,4.29194791506072,arriv
arrogance,2.35494599723566,3.0599629261854,arrog
arrogant,1.84460161970658,2.85193488997149,arrog
arsenic,3.95869816480438,4.15382514645377,arsen
arson,5.24589863396238,5.13441677578112,arson
art,2.8591386326887,2.85573765106631,art
arthur,5.23432779296226,4.48052967259266,arthur
artic,5.23182028514046,3.6536080861569,artic
artical,4.374418655871,1.78258945661699,artic
articales,2.33399398365416,2.23877081014407,artical
article,3.60992346524103,1.77928275160326,articl
articled,3.5806198444254,1.41501872322348,articl
articles,3.88897981460836,1.68851180428343,articl
artist,4.1298563513438,3.49109583816601,artist
artists,4.15369853421257,3.05473393892524,artist
arw,3.12343266084124,1.64525269003787,arw
as,3.18171635746926,2.37646810160005,a
asap,4.82755024803626,4.53189811654346,asap
ash,3.17985797378469,2.69204678950482,ash
ashame,5.0622286212867,4.37950726220397,asham
ashamed,2.43848394786985,4.79005376955253,asham
ashore,4.58079598837206,4.18420739558457,ashor
ashton,4.36474426280181,4.53254971118046,ashton
asia,2.8741956509665,3.5219868382496,asia
asian,1.93274444959672,3.15013845498401,asian
aside,1.21612508429853,1.41065535323944,asid
asistance,4.65905412343239,2.16690237742411,asist
ask,3.33880919553348,3.33886482896056,ask
asked,3.15116727346853,4.16847746414349,ask
asking,2.52268338717797,3.45134396603233,ask
asks,3.64543053796757,4.12958431704145,ask
asleep,3.43806601121109,3.53673191444646,asleep
asll,3.70557969224348,1.61961520587097,asll
aspect,2.38110780660761,1.91575623913096,aspect
aspects,3.19291867686448,2.30192561094752,aspect
aspirations,3.7827160836339,2.03788150934609,aspir
ass,1.8690151151439,1.7252236124904,as
assad,4.60169289343137,5.49350479227169,assad
assassinated,3.73748622700531,3.66957228850016,assassin
assassination,3.0718743587509,2.71016896321666,assassin
assault,5.04244148044106,5.22313821281817,assault
assaulted,5.1842037439793,6.01273732117985,assault
assaulting,4.40418007914,5.52621785649379,assault
assaults,5.16831404101412,5.45444497712694,assault
assessed,4.14880972093582,4.15811746035681,assess
assets,3.22691477549049,2.35788656264819,asset
asshat,2.03010401964825,2.32531985480517,asshat
asshole,2.07117301769937,3.35389117429881,asshol
assholes,1.89495502847109,2.69353490530073,asshol
assimilate,3.99120969389077,3.73736255555629,assimil
assimilation,4.19458118991824,3.31282874202966,assimil
assisstance,3.64555520687188,1.39926700404802,assisst
assist,4.9730819165154,3.49143328931338,assist
assistance,5.07820168301589,3.67538150378906,assist
assistant,3.57803897997548,3.22365592402057,assist
assisted,4.645748150795,3.88518998892903,assist
associate,3.91931879485768,3.83900640851231,associ
associated,4.19660827348034,2.34615843538061,associ
association,4.7143985762709,3.83282739707515,associ
associations,4.54312615443347,3.20334248774344,associ
assume,2.25781367168468,1.38195278642452,assum
assumex,2.33399398365416,2.23877081014407,assumex
assuming,2.07606077199018,1.13759960551522,assum
assumption,2.29029574089667,1.49464082218677,assumpt
assured,3.03871448309634,3.01151667434219,assur
asthma,4.35398614723371,4.27770884845614,asthma
astonishing,2.83538399915033,4.43886782015745,astonish
astray,4.10157474058015,3.44259902703198,astray
asylum,3.3145422919103,4.42745693685175,asylum
at,2.70920717108544,3.62253459092984,at
ate,3.25212639818662,3.33987682239495,ate
athlete,3.77479201918135,2.54689115103775,athlet
athletes,3.43759916598741,2.2749709423166,athlet
atlanta,5.03692893712546,4.33526244605189,atlanta
atmosphere,2.52453761473397,3.41603485720842,atmospher
atms,4.24026241101009,2.72850594410699,atm
atorney,4.31862495628728,3.03627243503392,atorney
atrocious,1.90352781093659,5.05076773164187,atroci
atrocities,4.2637482845144,5.60490807995357,atroc
atrocity,3.9340530984153,5.84997724195638,atroc
atrticles,2.33399398365416,2.23877081014407,atrticl
attached,2.80530915234178,2.54695602667391,attach
attack,4.13324232102306,4.377861161395,attack
attacked,4.29064796897355,5.15359658643187,attack
attackers,3.87740731860719,4.05220766012204,attack
attacking,3.0619594673926,4.0107543078735,attack
attacks,4.21205016723217,4.45342866326878,attack
attain,4.73294472989992,3.18178530326032,attain
attainment,4.89828349349825,3.87480774681226,attain
attempt,1.79749112221255,2.68534639646306,attempt
attempted,2.71961162061082,3.93472660125278,attempt
attempting,2.02312960034397,3.38157570609671,attempt
attempts,2.50698374042975,3.03286663528382,attempt
attend,3.0668319752076,2.66799259756543,attend
attention,3.52235043696577,3.23590811004717,attent
attitude,1.6202441729134,1.86479188359777,attitud
attitudes,2.59143226656694,3.23365683789598,attitud
attorney,5.02522731693081,3.6576822100817,attorney
attract,3.18390184957243,2.65399040573824,attract
attribute,3.41115014319257,3.1985950496576,attribut
attributed,3.5728209314551,2.81939373189379,attribut
audio,3.97854938226735,3.09819022449299,audio
auditory,5.8577558076363,4.43917370403167,auditori
august,3.68612438118448,3.52148533630176,august
austrailia,4.76496337099467,3.8164761772678,austrailia
australia,4.12075109097915,3.60482235565292,australia
australian,3.94518443869732,3.34530135516432,australian
austurvollur,2.33399398365416,2.23877081014407,austurvollur
author,4.1820877526934,2.57966113803974,author
authoritarian,3.59596189142904,3.5474120001257,authoritarian
authorities,3.62925951402224,4.01222489571073,author
authority,3.63894436847314,3.35441215874801,author
authorized,2.76494730489048,3.77101621777767,author
autism,5.13712407514597,4.79677195484916,autism
auto,3.40078182318726,3.30119406096155,auto
automatically,3.60259800240558,2.89725538112836,automat
autopsies,4.49709359205506,4.86218120497017,autopsi
autopsy,4.12365617748717,4.83269657261815,autopsi
avail,4.22934732866613,4.13061287553012,avail
availability,4.38678197862015,3.28619723895461,avail
available,3.6540374621304,3.11907680036318,avail
avenue,4.2659467009979,4.44286156498317,avenu
average,3.12695432319163,2.16313078618108,averag
averting,3.64731161859131,3.34727467810203,avert
avoid,2.93776799043374,3.66432089895375,avoid
avoidable,4.35030390506524,4.68163304780462,avoid
avoided,2.96432895470573,3.1822527332792,avoid
avoiding,3.2697174019624,2.63297261278168,avoid
aw,4.12240060901328,2.9295936459844,aw
awaiting,3.19948918451635,4.06494405098886,await
awake,3.54897033555668,2.9072451725067,awak
awards,2.37036339031159,1.67565671565911,award
aware,2.46165110057453,2.48425337240679,awar
awareness,4.95765070454039,4.43200315834356,awar
away,4.00939468473182,3.06310302907672,away
awesome,4.96365905741588,3.51868174244786,awesom
awful,3.74836346383265,4.86870193642101,aw
awfully,3.01697565558166,3.46809239770572,aw
awhile,2.34609448468559,1.45425855407319,awhil
aww,5.71410088731863,4.86511440405953,aww
awww,5.59317650700808,4.7068786804528,awww
ax,3.4875094782159,2.85202355731707,ax
axed,2.67024069594266,4.03081057028215,axe
axes,5.44474658634254,3.92442483920558,ax
ayotte,5.14964215831369,5.3595675565972,ayott
azalia,3.47786545725451,3.67906919311785,azalia
azu,3.52412499216021,2.70456823891942,azu
b,4.7931136181328,3.05410025662343,b
babies,5.44982764271761,5.31737766036727,babi
baby,5.03997926838153,5.13305192657581,babi
back,3.59280108512106,2.50540819717903,back
backdown,1.82939027095434,2.51894190072925,backdown
backed,2.67449600307472,3.91427064120993,back
backers,4.11421578846225,4.17536313083051,backer
background,4.01420037013885,1.51948937128538,background
backing,3.1965672608554,3.32673452493972,back
backpacking,3.86442173867019,1.79576655745255,backpack
backs,2.87950916560407,3.78739588737854,back
backseat,2.51593002522335,3.16451026253716,backseat
backup,2.98915324069287,1.43844916595478,backup
backward,2.23362219534643,4.17753477939669,backward
backwards,2.0439971871741,3.96835906370215,backward
backwater,2.83530936386618,1.70336150469858,backwat
backyard,3.05536526952317,3.51145817714678,backyard
backyards,4.80230709648711,3.97414684066288,backyard
bacteria,3.67332363056081,3.81196410745104,bacteria
bad,2.98023639585677,3.26674022037244,bad
badass,3.76085099130504,2.14635763169379,badass
badge,3.93594718995126,3.21770572928295,badg
badgered,2.97250079217056,4.91986560001249,badger
badly,3.41035755884374,3.41927757143434,badli
baffling,1.33741279085571,3.30428704110498,baffl
bafta,3.81934320990619,2.44056958198531,bafta
bag,2.99517366827514,4.34047606359602,bag
baghdadi,2.33399398365416,2.23877081014407,baghdadi
bags,4.4366456854224,4.56584477604524,bag
bail,2.26454090248432,3.03349254212592,bail
bailout,4.2802891279242,3.81659357022577,bailout
bailouts,4.36742072376239,4.60880876498969,bailout
bakr,3.76363725040094,3.54678246663752,bakr
balance,2.55239034803329,3.70814905320544,balanc
balanced,2.92170309610187,2.6749297304331,balanc
balancing,3.19664188478413,3.00503912759617,balanc
bald,3.531180169997,3.72102972779046,bald
ball,3.36094845451204,2.98472252938555,ball
ballot,4.95226121136311,3.64280814740083,ballot
ban,1.44484092407106,2.74360505936022,ban
banana,2.08086794841301,3.00657326847958,banana
bananas,3.15011904696056,4.38398705606082,banana
band,3.82512572044185,1.79304433265987,band
bands,4.276832456146,1.72269672876009,band
bang,2.66358249425144,2.33242260989616,bang
banging,2.01339768141892,2.83231642460902,bang
bangladesh,4.37257492841585,4.78494521649689,bangladesh
bangs,1.78189352284901,2.62800024525896,bang
bank,3.4991965696387,3.7328390101747,bank
banker,3.40549223042441,3.62760206469764,banker
bankers,3.55139039011033,4.12778090102688,banker
banking,3.86285561676788,2.42845684345587,bank
bankrupt,1.76846690149936,3.16870721434183,bankrupt
bankruptcy,4.71312863966874,2.3855618713399,bankruptci
banks,4.50263938418178,4.13004438281354,bank
banned,1.69215003043173,2.59535027844691,ban
bar,2.61870105596388,1.46441158104069,bar
barack,4.55839508837485,4.10647234752338,barack
barakat,6.55846078878426,4.88275261526642,barakat
barbaric,3.09623741062784,5.71461433004577,barbar
barbarity,4.01138837364775,6.243830176331,barbar
barbecue,1.9180134980958,1.88291060109364,barbecu
barbed,3.05758204978478,3.49296448480049,barb
bare,3.90990698020227,3.65094606115191,bare
barely,1.33549576432365,2.01058032300042,bare
barinsky,2.33399398365416,2.23877081014407,barinski
bark,4.75154453918858,3.33665730861469,bark
barrack,3.07529402910076,4.18881797323026,barrack
barralled,2.33399398365416,2.23877081014407,barral
barred,3.45248972343735,2.87801400127947,bar
barren,3.52575618448174,4.26282593139736,barren
barricaded,3.75582446142325,4.6505456714147,barricad
barrier,4.16170216589344,4.14826197542473,barrier
barriers,4.90869796763084,4.63442293960094,barrier
bars,3.75265934013008,2.10065242229611,bar
base,3.32240452442804,2.52048975258086,base
baseball,2.43019334373044,1.93486934097712,basebal
based,3.79831806448128,2.34156964396661,base
baseload,3.39784645209964,4.99479238901614,baseload
bases,4.328751092093,2.86504733145421,base
bash,1.37319264707496,1.60692349191126,bash
bashed,2.17355782940832,3.23201907795853,bash
bashing,1.62503460252611,1.66387865148742,bash
basic,2.73202319551442,2.47048574617972,basic
basically,1.87250059730872,1.62460259568311,basic
basis,3.59622655669416,3.44009804061173,basi
basket,2.88246271626234,4.47836823115529,basket
basketball,1.51964945928855,2.03560680206688,basketbal
bathroom,2.40005765100736,4.22872938147276,bathroom
bathrooms,3.7690849692215,3.32183484335014,bathroom
battle,4.67518617157733,3.06571277027085,battl
battled,4.7221417767223,4.08620636446285,battl
battleground,5.09147355538547,4.47235183806496,battleground
battles,4.61845214625638,2.45093554801763,battl
battling,3.89713220003537,3.72125269726856,battl
bay,4.26796676574495,2.91307132459669,bay
bayh,2.33399398365416,2.23877081014407,bayh
bbc,3.64980634816264,4.37598584292136,bbc
be,2.52572817748662,2.7170487144491,be
beach,4.17831247364867,3.88900113084166,beach
beaches,4.9486423620234,3.48799307780622,beach
beaching,5.20986091725513,4.231484019626,beach
beads,5.18253500964228,3.44417044164956,bead
bear,5.20327979610858,4.65381261319837,bear
bears,5.19411243450941,3.54593156154815,bear
beat,3.85747645570066,4.18645764279652,beat
beaten,4.13912351127511,5.05667938172773,beaten
beating,3.29991254801356,4.49255672562956,beat
beautiful,5.66404282149495,4.53668027109008,beauti
beauty,3.79242545275863,3.43698473698613,beauti
became,4.11636663801932,3.36042041820181,becam
